656112.56000042,4772284.50000000,157.27999878,3.000000,1.000000,2.000000,404896.101534,12.000000,1.000000
656113.88000011,4772285.00000000,164.77000427,3.000000,0.000000,6.000000,404896.101564,12.000000,1.000000
656114.63000011,4772284.50000000,164.80000305,3.000000,0.000000,6.000000,404896.101574,13.000000,1.000000
656114.88000011,4772284.00000000,165.16999817,3.000000,0.000000,6.000000,404896.107934,3.000000,1.000000
656114.18999958,4772284.50000000,164.97999573,3.000000,0.000000,6.000000,404896.107944,12.000000,1.000000
656113.50000000,4772284.50000000,164.78999329,3.000000,0.000000,6.000000,404896.107954,11.000000,1.000000
656112.75000000,4772284.50000000,164.97999573,3.000000,0.000000,6.000000,404896.107964,10.000000,1.000000
656112.06000042,4772284.50000000,164.69999695,3.000000,0.000000,6.000000,404896.107974,13.000000,1.000000
656111.31000042,4772284.50000000,164.88000488,3.000000,0.000000,6.000000,404896.107984,12.000000,1.000000
656110.00000000,4772284.50000000,157.36000061,3.000000,1.000000,2.000000,404896.108014,3.000000,1.000000
656106.38000011,4772284.00000000,160.44000244,3.000000,1.000000,2.000000,404896.121864,5.000000,1.000000
656107.30999994,4772284.00000000,164.88000488,3.000000,0.000000,6.000000,404896.121884,11.000000,1.000000
656108.00000000,4772284.00000000,164.96000671,3.000000,0.000000,6.000000,404896.121894,13.000000,1.000000
656108.75000000,4772284.00000000,165.05999756,3.000000,0.000000,6.000000,404896.121904,14.000000,1.000000
656109.43999958,4772284.00000000,165.32000732,3.000000,0.000000,6.000000,404896.121914,14.000000,1.000000
656110.13000011,4772284.00000000,165.14999390,3.000000,0.000000,6.000000,404896.121924,12.000000,1.000000
656110.75000000,4772284.00000000,165.83000183,3.000000,0.000000,6.000000,404896.121934,11.000000,1.000000
656111.56000042,4772283.50000000,165.13999939,3.000000,0.000000,6.000000,404896.121944,12.000000,1.000000
656112.31000042,4772283.50000000,165.08999634,3.000000,0.000000,6.000000,404896.121954,11.000000,1.000000
656113.00000000,4772283.50000000,165.28999329,3.000000,0.000000,6.000000,404896.121964,10.000000,1.000000
656113.68999958,4772283.50000000,165.28999329,3.000000,0.000000,6.000000,404896.121974,10.000000,1.000000
656114.43999958,4772283.50000000,165.13000488,3.000000,0.000000,6.000000,404896.121984,13.000000,1.000000
656114.38000011,4772283.00000000,165.49000549,3.000000,0.000000,6.000000,404896.128354,11.000000,1.000000
656113.68999958,4772283.00000000,165.47000122,3.000000,0.000000,6.000000,404896.128364,12.000000,1.000000
656113.00000000,4772283.00000000,165.35000610,3.000000,0.000000,6.000000,404896.128374,14.000000,1.000000
656112.25000000,4772283.00000000,165.33000183,3.000000,0.000000,6.000000,404896.128384,11.000000,1.000000
656111.56000042,4772283.00000000,165.19999695,3.000000,0.000000,6.000000,404896.128394,11.000000,1.000000
656110.81000042,4772283.50000000,165.25000000,3.000000,0.000000,6.000000,404896.128404,13.000000,1.000000
656110.13000011,4772283.50000000,165.13000488,3.000000,0.000000,6.000000,404896.128414,14.000000,1.000000
656109.38000011,4772283.50000000,165.36000061,3.000000,0.000000,6.000000,404896.128424,11.000000,1.000000
656108.68999958,4772283.50000000,165.13000488,3.000000,0.000000,6.000000,404896.128434,10.000000,1.000000
656108.00000000,4772283.50000000,165.02999878,3.000000,0.000000,6.000000,404896.128444,12.000000,1.000000
656107.25000000,4772283.50000000,164.91000366,3.000000,0.000000,6.000000,404896.128454,11.000000,1.000000
656106.55999994,4772284.00000000,164.85000610,3.000000,0.000000,6.000000,404896.128464,11.000000,1.000000
656103.50000000,4772283.50000000,164.96000671,3.000000,0.000000,6.000000,404896.142244,12.000000,1.000000
656104.25000000,4772283.00000000,165.08000183,3.000000,0.000000,6.000000,404896.142254,13.000000,1.000000
656104.94000006,4772283.00000000,165.14999390,3.000000,0.000000,6.000000,404896.142264,12.000000,1.000000
656105.69000006,4772283.00000000,165.17999268,3.000000,0.000000,6.000000,404896.142274,13.000000,1.000000
